PatientID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141
9300338,54.83158917548541,90.34850643255616,93.53297419386575,96.4356696696049,101.23885879812367,100.96911753527593,110.38169158899548,109.03014792948295,114.07656184573914,115.10991382092585,120.56559443021715,123.08701578043674,120.40524268398018,122.45606210808522,127.74400138212228,130.96201629028675,132.34355874030493,130.36084938268974,134.80868067068175,138.0592818762007,144.67722808458845,149.01789426479488,165.87684235730922,172.29410523418244,171.8515871427054,183.3243357769713,179.98610702922574,182.3435992099229,185.75396742475266,183.0730479741223,191.71347459655414,192.14029175404835,188.0975711217382,190.6974854472823,185.7328369515556,189.4285023930787,188.66995532125242,186.42334827347116,190.39426495974783,189.81777898405892,192.17332275840315,189.4960434244376,189.88338202285047,187.41452552306612,178.90039573233332,179.84847073171397,174.33691260597877,173.97652851142536,177.3087903820353,179.02331113016467,166.09147701226237,172.51343579972422,173.20222121562537,180.8200844807994,179.9198950010024,186.98906723682288,175.45587063177007,187.59920499935834,186.68971452314537,177.6055696755901,179.98754980645663,185.91415565638766,190.785493460959,185.10024025450267,179.06864081427727,174.48454682457375,182.53750448669965,180.82474764209454,182.2939267753609,188.08976354684444,175.7500617904008,178.7256467095628,182.27194417860463,190.32914989207364,191.3127137650508,195.34087686758465,196.09404038341748,195.95448499450325,197.62305963096892,198.17021484507293,195.05515484975908,191.18553193390437,186.6287796319921,192.65784916683998,193.74453191606474,191.15808969013418,190.79765382939618,189.70931069573908,190.78554786163838,188.84711163251038,181.59602276754492,178.05579894036802,179.56722924225124,185.09036312311875,181.8373381449329,181.79317123412815,180.72693603923122,179.2827972260732,174.00617025287775,165.3548555331024,169.43934171766998,165.96595842787556,158.77415765663713,158.74007654326155,151.3536210709892,144.5023333879504,142.68682668889915,137.96660603790096,136.84865421980967,133.1576216132909,124.6135280033635,121.61891572655136,120.55201592488977,126.92937401681374,127.74532920116135,116.97492701079766,115.03620896659854,113.63383242888685,113.57491239000775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9872426,66.97690587142357,65.26721971000954,105.13138436355645,107.1794984998021,103.34160116166383,134.70386136753055,141.17717124792247,146.49844765336553,152.4972175260233,155.87700835933285,162.36469644385232,165.29056965035144,175.98972728091073,164.23581351594262,168.6705856471724,172.2187872468219,173.98630255056543,170.0343326247642,178.09221471669727,185.2550591604875,179.4379505433448,168.34559266581087,172.80504343053096,171.31238769611818,171.78628002285163,169.49227438108855,166.8872247226212,170.23056703384103,166.86439424396494,167.12799951079097,167.5900147373868,174.67543238409533,170.95170408258136,179.91574335419253,169.90555707474192,174.60351302293603,186.3125847301228,179.06185763963356,189.19606429810503,176.32656089031008,176.4064608783137,172.89065569660156,183.08461474457079,175.28440292436613,177.97008279090963,182.41660566002787,168.82003041424846,174.297355420243,171.5898218385853,165.23047462463848,169.9884240402247,179.78582011086266,172.52769933195708,179.69312213596405,175.00568631036361,184.27589552317514,184.89133846525394,185.25500405196627,186.28396718632416,192.00402450460703,194.19261420494774,195.19318063175027,193.576682328449,196.81159600231672,198.26890303049268,197.21535432503632,199.5416382971891,194.89487102331626,195.82497711996785,183.79051837170354,187.75321021450307,173.08464902227783,166.14975283976597,165.44312752929446,163.84666158791524,158.35517226734544,162.23640574011083,157.9812956944476,152.0776604587223,146.92708993568664,142.37608966483964,142.48611497092125,135.4301353949729,135.5821131819027,129.89228942057244,125.39651797067862,120.82424073809246,116.67600353106178,119.64110696473445,111.96869424809174,124.78050798769381,127.75718671368989,131.7883998375899,124.79751544331768,120.08431600832283,114.63860416901544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9461404,95.02923679799855,95.3754148606157,92.9849504531751,94.06650993186325,90.13123914399998,91.49246125833254,90.4291288303583,93.52424754545287,95.84943934745031,103.49782053331779,111.02235937365079,111.10591557306066,114.14575873244706,114.97466967345731,124.63554569671291,125.55083229484522,131.75939264063152,133.13979991253942,139.08205238980824,142.6074060528514,150.13416470170282,157.33318200375294,164.94916861295133,167.55650424224845,168.61716546079262,168.97151454573958,168.41882990818826,161.72267401199494,160.35244037084973,164.26955191055595,167.58639973987155,171.2876804626628,168.1770269314172,168.82343834702186,168.21231206989034,171.45939502964606,174.14956606682856,165.0988266462893,172.735677333183,172.80619729862966,163.81900283139632,161.3887196254289,165.76778816299537,167.9187915386544,174.4172580548443,173.58911089342644,171.68430625209524,170.28218247296252,173.83842328217725,167.62141299887088,178.98700759290404,175.1135265108779,174.2744049561991,176.21447954413784,175.984878845069,174.22268278578187,167.77793777782338,173.52344330704645,180.1740898234454,181.29468187746932,182.99805574114035,176.7023341538186,188.89778042625318,189.1133443805975,179.97659548437738,181.68231737090193,185.73021862505308,184.8733063546347,192.35937393288742,190.3225876975696,190.43715385391627,199.0091256716993,191.2309902312449,201.35849598818658,198.19819574448593,191.29582574485536,188.63976441496698,184.5525426281375,180.0398199336053,187.0952495747431,183.9199859070694,178.21962273177496,179.31600230744596,173.8668993071701,170.4184896871713,169.6274769022835,162.58921431897144,160.09944612092508,159.72064977142597,153.1841149479306,148.98456876829073,144.4457786475938,138.59604577338575,133.77328940458816,122.97000808335443,124.7758226634626,121.86351303735648,116.79395643120411,115.71596851753978,112.54636264099393,105.48666588011079,101.99009210933309,102.05229524056517,94.46639591723446,88.06983347452972,88.05272768904291,84.57573919398158,77.90988435912992,53.242585176603214,55.21143375415652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9716393,128.05531254894163,130.47031201813942,129.56642893975783,131.47460186161368,135.49151164957965,137.0839054489162,139.23715508290104,143.54445645473905,147.03717759702533,145.76391596101354,147.64180065136898,146.7301971911979,147.6927655696677,151.0661613906959,153.90925332723845,156.03707139508182,157.68778638441788,163.77315365167252,165.61496549735546,167.56978154780566,171.690322359099,174.18298705839607,180.8567843870287,181.0366917305267,185.66854210900723,186.54329881720716,175.41356968611672,177.72303532750664,183.39678208844492,182.87922996072126,185.45390313537263,183.7644721362309,181.02254849752177,183.3869282349672,186.4276305469728,189.36471204707627,181.63949127740386,186.23721625184479,181.9027612395812,175.45177044021275,178.64335409963348,171.09310318284534,173.11530043162807,173.18947980753447,180.2476727844609,185.54421110727137,177.47701515084827,180.75009754941902,180.95817839625317,174.8265414344341,171.9420081893299,173.7653470688709,174.5638321235808,177.22209690911333,175.58519100185836,159.8675435183902,167.0726447685488,167.74137387044212,176.82555165046134,178.64093243872878,187.95979605924055,183.04227118618346,181.99286759333432,182.22838898390395,177.6203927958999,181.7964157876514,178.57754802583077,177.44018643139546,173.69510441141688,176.30491994848296,180.2313743817832,179.62077908370648,185.2495989283926,183.82485612875095,183.38922538717247,180.7763374766422,187.77545345766106,187.01622958290307,187.2831815642725,185.7934141364561,186.65379872651894,189.09554190033538,186.61100960310532,189.4907545727372,190.20574802989924,191.10117105225757,182.38023659889467,181.8362313443568,172.97396836472595,167.28214035035705,157.57124621643632,148.9342796437638,151.31850973361026,146.38931591442014,146.94562350081057,145.44973246025415,145.47505074539663,140.34252336052364,138.63079733641845,135.04551459983188,132.5742041625473,129.60335372024514,127.85841593340095,125.34622288632043,119.71225541273444,118.32813919033333,111.4273566203987,105.86373797752788,98.11971400410614,86.81442533600743,81.19439453387851,81.10516343399742,72.11465414582007,65.07770210921615,63.64885280032793,60.16531646094899,126.85393125694705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9598235,119.44569725690242,122.70762316561456,121.1625487982036,130.99770570827815,129.30886008211968,127.05741722790592,130.15536620789285,129.02076822403347,135.91916722277492,143.12482100215706,142.02461865917496,144.38399796524348,147.11639386951092,146.6048030189349,143.87789149272982,151.64315109390384,152.78055264321287,158.61163871022043,160.41549729875288,162.5988705159452,171.1322764829308,173.43861336457763,178.430497967892,181.06304156978987,187.09023426709697,193.3280339731039,198.74985530666967,194.6799965611333,200.02695423222985,200.34081325238645,196.33404809722484,197.01653724484424,197.38123300831242,196.79621666919877,192.32749435904336,189.5600837582263,189.96561711842102,189.69229848570524,189.65810782867302,188.8876050815448,186.23514163812496,176.4416441496834,184.57774068927944,182.77624321130034,178.93551125770944,180.8127691373856,178.24191489876497,181.9264034949554,180.9664416300518,189.66827981959167,187.85750196258496,178.27129074451761,184.16151348965076,179.40674241267612,185.42004033056185,178.56421773482805,174.397834230897,181.21398585298604,178.22789376205787,183.36733740561218,187.26778150463937,186.56218218932963,187.82456246654635,199.54051327606308,188.31067531536132,192.61691506298217,194.30798147810535,197.6471747335574,190.84949224798362,191.76624440702852,190.8986013766961,190.9814018238423,192.71056816543654,191.33575246777113,197.8164131095665,192.48038004089622,196.51919148497424,192.76031505817454,196.66594033852257,201.3846336411848,197.5659866840868,190.74444501114561,194.41333375408453,199.09064264036428,191.1782379237963,194.73125040135938,199.69993050114522,196.8764998248232,203.9431894389147,197.14243871653053,197.55833110379584,198.0644280857431,193.75523826953813,192.9773501682329,189.75347967749062,190.74895138142682,187.95586198771056,185.018688797059,182.97509693582577,173.9811777702132,173.18237003285535,169.21904355050305,166.51516130656847,162.5075507920735,154.57075809187322,151.39572610298936,153.40729010141092,152.02559102328834,151.9110766599271,147.7239569536353,144.59094252686552,144.3900973229477,138.92344386673466,136.73433927855692,125.93629229579369,123.17490203688341,122.5340429850152,117.48754140943231,116.99238479767386,109.68513039601376,105.19250379863081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9729986,103.91347105347656,106.60345649150575,108.42200849355112,114.08158625521358,118.20190571057063,121.58739009385737,124.52865956497533,128.9007741676034,133.78677862686885,131.93516122427525,137.74841475307335,143.11256003498033,141.2592460625085,143.9568801185544,146.39646418675562,144.199271815807,147.2148164020436,155.86458420863053,159.0659529026638,156.0509593963934,161.56394677759494,160.61339793344422,164.17275832985396,159.82090017102988,155.60840951946156,157.32426069979513,163.67875446319565,164.2752410403181,164.07899863149913,169.49962123514948,169.64159737717563,170.23302815308003,170.0457725844585,177.12408687807147,177.3133769743536,176.37654128819975,178.4723286905984,181.33076234959663,190.09004571171866,184.05746022283083,196.51424588694906,198.22301341764083,192.41338848293069,191.82185207207175,188.34238361352567,190.04852190909767,188.29095104701608,177.97517466232608,176.8265577400131,178.33226023958827,182.4968040165084,180.98542640140855,170.90187192179542,185.60111969857047,178.17454462728625,183.2626112116213,190.25925366256658,175.387135267674,174.94889058295757,185.72178873933208,178.9809470952776,181.8045463408731,178.3456531730349,176.71206264268426,175.164674720109,170.4628914254338,172.55170856990392,170.71587189152427,179.2673654871867,176.7368216287247,176.0049957664033,178.0519946995252,179.6070540441095,174.5013603018165,182.868466396981,185.79107058412305,185.07783312458434,176.12462424667308,184.46549700400897,186.91068328050477,188.73799582650975,199.8614171549791,190.70106357284345,196.95862656752303,189.88503357718142,189.83904207562418,183.85572855663898,188.10280318546117,179.8626405890667,184.85224163775553,188.57868061116787,184.68029519620433,187.50486311173134,184.10880276862417,181.2988167757661,178.80754260089728,177.55126047286066,185.66589218919967,185.81732056671075,185.76553439798238,165.45171046124543,156.3790678160985,148.71159939307793,143.53329547814977,146.2695716701697,141.45480878185293,140.84127896879988,139.7910093818033,135.81202510629043,130.1970357536898,129.4871383319421,126.3253254261888,119.43523941278482,115.4127415843207,111.20352041587894,113.16160134921536,112.32386219340019,118.07391373247606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9475264,140.5871917097699,209.9844827004303,214.72606780212163,89.21567773009102,95.6496803962333,96.92337494695374,97.81035996460534,100.9479536986149,106.78069830164222,107.2554243080464,112.5073451654895,110.83345073770664,116.56972056259352,120.27665054943168,122.42299066556288,117.62181515372491,122.16039938484498,121.43189289048092,122.96823197347008,124.5493501315236,123.96802290928018,131.50899351404803,128.62663405707735,134.23077518300738,144.78664760445713,149.84431880269017,160.27359877693291,160.2580367002328,163.95534212827212,166.32473989658797,169.707813541977,174.2272259018014,168.93386910164833,163.29901548272215,169.59827267931738,180.60695984529795,182.36550137308862,187.80506774967162,179.6987589263332,175.62495350735873,173.6005122454022,178.80045972973215,179.51532871150664,174.54112996651457,173.8664640420686,173.13791443389883,171.25537228865392,171.44225628068156,184.78742489909723,170.26950037787165,167.14111428184853,167.57626072651829,163.2966839593715,161.6206048036913,158.05457997700955,162.33656247645533,168.6652503474841,165.92560500950273,173.7682431830331,172.70142075930087,168.55178694588685,168.37673594478687,177.22873240904104,174.92974750101715,172.09676445386012,171.4701466641587,180.69226391371902,179.25472132565443,191.42075309322482,187.68430795243682,178.9403990549292,170.02342975021017,171.78610901595428,173.77425726377697,172.52722171357328,170.31938317537865,176.0622827008363,170.21044052931464,172.23909835049113,159.8949063936412,148.68449159025585,142.62789861010688,139.62617033249717,128.4886995131073,126.3939960566641,123.99204025644781,117.22200163162664,113.79878578452272,112.82850385253747,108.62433235853742,109.57258728757603,106.31966462495686,98.5609746475867,95.15660246084882,95.44576042694837,91.60011070732122,88.91370719216603,98.01145179583179,96.05470848160893,91.55221543830858,34.53944402532262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9703327,107.23239826271809,110.11419551772295,117.43623283103234,119.4456804978317,121.26698852837643,129.23810801777796,129.1240845646119,131.29785668272302,134.56342587994578,136.31556350430708,137.94814564142217,137.0575122206386,138.60818060622142,139.23687549795807,146.6953235421726,149.67123175413647,150.55731384916697,155.58701706299783,157.77989605992434,160.38143972196676,165.31344302734468,171.9295627569008,182.13399657968372,184.5977648266729,187.37055554842843,191.14881414671063,192.17194333437197,188.8076106039437,187.41319223507057,185.64594733159257,182.74820674844426,185.3372092273664,180.79750876593215,184.10424500399716,181.75873101489907,176.55168113883644,177.60875471386288,176.6933767121191,183.07228077068643,183.12906981750334,174.22919185051717,179.8371348394142,174.72425328098095,176.8581915136622,177.3231920426521,172.7487350763613,177.86354474336048,181.52807144798763,180.47758452255815,178.59239845557508,179.27812132514535,177.97119212438093,178.7784113492312,177.92782483769184,180.5391025905299,179.42798978727808,175.66174424472092,176.22949887083018,176.78699807710223,177.79138951918281,170.83373136714485,165.24244741669682,170.9351017371947,168.65203015906516,171.21081248212639,165.67996439336326,168.67004902487076,169.03590275045644,174.3587862152185,179.87585143225348,172.28449745053342,180.95450029824397,184.87345265674182,181.30665392403594,183.00052990913676,191.90131393317802,191.42036928207753,189.90424164803974,191.93551099428169,196.1638865045047,193.74771462968215,196.86660728299077,197.2164346082789,195.65638614662004,199.24836954867308,196.04675757182267,190.1867790965809,188.50374744948607,172.60015199617519,172.76901805166176,166.38560865476862,164.0946898073037,156.61130202236,152.12154772308273,150.19869787638743,147.5407337160877,149.52186978985154,144.56426205001122,141.64556915914295,142.3880503407022,133.4555991930666,132.43659001226902,126.33135960952919,124.15119831973486,126.84430302206644,122.80401511113446,116.99276032025668,127.28389818742039,127.08323516605515,123.06406974189028,124.5562648150968,117.08402144245437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9740303,112.61473575376533,104.50831946570756,114.70398193635597,122.28897686125622,124.93942376849823,127.20663110970871,128.81656704004027,110.77987341134752,114.6087967690166,119.71609831605066,125.8626555831442,130.37106208561377,140.89191022279107,141.19911489949092,143.02304938022132,154.65240740387333,154.22393611546346,159.895016303129,167.30049051792895,164.75621810187698,167.29075120604432,175.08383050889822,183.94905235926,187.34796630792363,186.74821338428774,187.64322924323926,200.02166337905982,203.9186720501337,198.3961796675698,204.50966525276905,203.20403535477467,203.16222005963442,201.82557271343688,206.38931537369177,206.81073515412083,197.3687969766819,202.87548935744894,189.52667423560248,188.14317953746294,189.07122391554245,181.53348945955602,186.40663840013386,181.51542338173567,177.71463843898215,175.85536413350877,173.63161283894965,171.92554945449442,178.05424279609502,180.20699501037168,176.53248325337702,176.29922837691169,159.92432173394724,174.53913022467268,169.9789473148412,177.71724214667654,172.67254261858673,177.40379588759788,171.62493392382328,168.29453868550902,166.76708414916718,172.4375544112712,180.8677500411771,183.28264115034767,187.96248195114268,179.2689159770314,192.52731238657748,190.6109968484202,185.22277603537094,191.3232390779477,191.06160370820874,185.72517954420363,185.23141358454728,186.49188973842956,185.43885759654978,184.52332462439213,183.61394647979463,187.22518225627422,191.6824103087468,189.03623402632496,194.60100949622782,200.9829585394532,202.13916901362754,199.64846391971113,200.47351369380615,196.56885776198658,200.37445854780063,201.17199548957765,197.29129625890775,193.10797807545765,188.20443783906035,178.0689629585315,174.65653197219535,169.40038890697002,164.4933094665706,161.06802933497588,157.882930317972,156.67731341006902,151.20748829721526,146.19973867972905,143.35304306619474,143.1557534243895,140.27623420575318,139.5224530438403,137.31377144246386,134.666005989265,135.75786380655592,133.009817713512,132.45904924556407,131.86060145702697,130.13842455489083,125.11498173339032,120.01372587868778,118.70158348312019,118.92237016126901,112.96403644516651,106.32633522785687,103.9842140538455,103.14597989522231,93.17089272408296,94.45939307498739,68.48199405326126,61.59254192739254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9640119,70.62877327183038,71.64167920334683,77.10970318478498,77.94035129265073,84.4956172629745,112.94587666890428,98.57096903097883,156.89301820436705,164.15285925060635,167.34924104742782,175.23240091612945,181.8697967876115,176.59067317507666,177.90697632053943,184.17674027921115,187.80056451372272,186.5942870739885,196.09539526154043,188.73766692320027,185.76851157866213,194.26247372701806,183.04330986511857,188.25393375458177,187.75178505071014,183.08066311345812,185.9304405738763,182.8652985508157,181.29303003010244,177.51975149280972,173.0097286374116,183.48552042912885,178.2288337908038,173.15113373867692,177.10333459671952,168.8673942186725,171.38286794886253,167.10062659647352,164.82874868945242,170.45399792552968,173.87432783382965,177.24871230084665,188.74366585750255,191.44749980789936,189.3929365072842,185.7047805648687,182.6637069240184,191.27115149841487,186.02291056710152,185.34156015290705,181.6331368257023,189.54291231180088,182.08125781763877,186.3860514725015,178.41766436744405,172.63579155041913,179.740797634129,185.32079794953376,178.73100307163006,183.79091600571417,174.65290854273303,177.2434238731814,166.59857169281696,162.43987304584851,156.84565434770346,149.8965885828094,148.49101403834675,149.2407658662963,141.86477226459658,141.66976104792644,140.5871140715619,145.32303631653238,141.65328044615896,141.06874366144234,136.41664341033996,135.98711253346505,130.81700219378217,130.41855277469105,129.55915000736096,126.81794090139115,129.98983747249935,121.59590118725593,120.08697560525239,116.97833046863832,111.70641711166324,111.01172959247778,112.55897752389215,102.66423840009872,97.61705444636219,58.41960784854435,71.01495586472703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
